useroptimized_time_large selfoptimized_time_medium uninformed_time_small 
9.889125001791399 3.213957999832928 2.522333001252264
10.22450000164099 3.2381249984609894 2.1909170027356595
10.819959003129043 3.5069170044152997 2.353374999074731
10.739541998191271 3.372249993844889 2.101416997902561
11.579458994674496 2.841166002326645 1.9716250026249327
10.717999997723382 2.6993749997927807 1.9510830024955794
11.194124999747146 2.654125004482921 1.9553749953047372
12.322458998824004 2.9690829978790134 1.9193330008420162
11.406750003516208 2.665166000952013 2.131417000782676
11.674708999635186 3.0910830028005876 2.0806249958695844
11.41033299791161 2.6834579985006712 2.1114580013090745
11.257791993557476 3.206374996807426 2.209209000284318
11.353084002621472 2.6366249949205667 2.2530419955728576
11.67745899874717 2.450208005029708 2.0625410033972003
11.062416000640951 2.6047089995699935 2.081958002236206
12.753750001138542 3.0215840015443973 2.129667002009228
11.577083998417947 2.5669169990578666 2.3562919959658757
10.586832999251783 2.930707996711135 2.050916002190206
10.960667001199909 3.5364159994060174 2.095083000313025
10.553625004831702 2.6590420020511374 1.9449999963399023
11.945416998059954 2.7679579943651333 1.9516659958753735
10.319291999621782 3.0879590049153194 2.2776670011808164
10.515249996387865 2.8257500016479753 1.856916001997888
10.658332997991238 2.5196670030709356 2.3156249953899533
10.051500001281966 3.4004169938270934 2.032666001468897
9.90279100369662 2.8170420046080835 2.044916996965185
10.512082997593097 2.683459002582822 2.3321249973378144
10.870375001104549 3.073082996706944 2.120167002431117
10.522791999392211 2.496291999705136 2.168374994653277
10.414333002700005 2.8879159945063293 2.042833002633415
10.457291995408013 3.004208003403619 1.913083004183136
10.494207999727223 2.743666998867411 2.0584590020007454
10.012667000410147 3.4669170054257847 2.1418750038719736
11.20499999524327 2.8873749979538843 2.0956660009687766
11.098582996055484 2.578750005341135 1.9890409967047162
9.725957999762613 3.009291998750996 2.086375003273133
9.886041996651329 2.667957996891346 1.8341670001973398
10.647292001522146 2.624209002533462 1.8510000008973293
10.775416005344596 3.1877080036792904 2.0328750033513643
10.7088329968974 3.178958999342285 1.8392919955658726
10.853583000425715 3.0085839971434325 2.3091249968274496
10.036417006631382 2.906416993937455 1.974791994143743
9.337082999991253 2.8213749974383973 1.9949580018874258
10.447583001223393 2.579874999355525 2.171915999497287
10.850540995306801 2.8288749963394366 1.8312500033061951
10.915582999587059 2.6775829974212684 2.00470800336916
10.42095800221432 3.0800829990766943 2.2686669981339946
11.15399999980582 2.916208999522496 2.3195000030682422
11.095082998508587 3.4004589979304 2.1290000004228204
10.27237500238698 3.1387919952976517 2.1999579985276796
